gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,0,0,0,1.3223787636997117,1,0,-1.2673771160373195,-0.2605232230284518,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
1,1,0,0,0.9156150460686455,1,1,1.1223282990966135,1.4602054126925497,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
0,1,0,0,-0.5894107091662998,1,0,-1.470650813175268,-0.8440000347352862,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0
1,0,1,1,0.9969677895948588,1,1,1.0810125069954044,1.4515341556616532,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,0
1,0,0,1,0.874938674305539,1,1,-0.12706125404394897,0.4351530688933504,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,0
0,0,1,1,0.427498584911366,1,1,1.1388546159370971,0.842109430510465,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0
1,0,0,0,0.02073486728029968,1,1,0.796759857339086,0.3230194463267185,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,0
0,1,0,0,-1.2809090291391125,0,1,-1.2905139596139967,-0.9949457647212221,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
1,0,1,1,-0.46738159387697986,0,1,-1.2822508011937548,-0.7578801832613439,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
0,0,1,1,0.3461458413851527,1,1,0.44640194032083286,0.40360725534044306,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,0
1,1,0,0,0.22411672609583283,1,0,0.9884651326886961,0.5975799822391823,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0
1,0,0,0,-0.06061787624591358,1,0,0.5571282631520734,0.11271402264067035,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0
1,1,1,0,-1.2402326573760059,1,1,1.0132546079494216,-0.9265196681001979,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,0
0,0,0,0,0.5902040719637925,1,1,-0.19647178477398025,0.22879910410745768,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,0
1,0,0,0,-1.2402326573760059,0,1,-0.8079455078718746,-0.9724004964408911,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,1
1,0,0,1,-0.18264699153523348,1,1,-0.34520863633833293,-0.34040855045992674,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,0
0,1,0,0,0.3461458413851527,1,1,1.198349356562838,0.7570433014098976,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,0
0,0,1,1,-0.10129424800902022,1,0,0.5273808928392028,0.03397022778035153,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
0,0,0,0,-1.2809090291391125,1,1,-1.4772613399114616,-0.9974264028085419,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1
1,0,0,0,-1.0368507985604727,0,1,-0.9699034129086141,-0.8967081059534701,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,0
0,0,1,0,-1.0368507985604727,1,1,0.5372966829434928,-0.7530945274822668,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
1,0,1,0,0.10208761080651294,1,1,0.34228614422578624,0.12480987738503478,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,1,0,0,-0.5894107091662998,1,1,-0.4955981195867339,-0.6261648865894974,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
1,0,1,0,0.5088513284375793,1,1,1.4181493705412704,1.1375248883959714,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,0
1,0,0,1,-0.06061787624591358,0,0,-1.3169560665587703,-0.6597742397902636,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0,1,1,0,1.3223787636997117,1,0,0.9768967109003578,1.6834189354524387,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,0
0,0,0,0,-1.1588799138497925,1,1,0.46788615221346175,-0.8731749729481001,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
0,0,1,0,1.0376441613579654,1,1,-0.1254086223599007,0.5210753474222848,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
0,0,0,0,-0.5894107091662998,0,1,-0.8145560346080679,-0.6936909286832641,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,0
0,0,1,1,0.7935859307793257,1,1,-1.4689981814912199,-0.5274223191845032,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0
0,0,0,0,-0.7114398244556197,1,1,0.6447177424066364,-0.43434350953639844,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0
0,0,1,1,-1.2809090291391125,1,0,-1.4640402864390747,-0.9972507824129794,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1
1,0,0,0,0.26479309785893945,1,1,-0.4972507512707824,-0.14083792345263402,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1,0,1,1,-1.2809090291391125,1,0,-1.4855244983317035,-0.9975361655557684,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1
1,0,0,1,-1.2809090291391125,1,1,-0.6757349731480056,-0.9867794163275676,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,1,1,0,-0.9961744267973661,1,1,0.6331493206182981,-0.7369594036399656,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
0,0,1,0,1.403731507225925,1,0,-1.4937876567519452,-0.42005239984750314,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,1,1,1.525760622515245,1,1,1.6627388597804285,2.6158973782407755,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
1,0,1,0,1.0783205331210721,0,1,-0.7864612959792459,0.07058708025512468,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1
0,0,0,0,-0.8334689397449395,1,1,0.9702861841641642,-0.5469820407402726,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
0,1,0,0,-1.2402326573760059,1,1,0.6265387938821045,-0.9344006333510635,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0
0,0,0,0,-0.10129424800902022,1,0,0.6711598493514106,0.11589714231023997,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1
0,0,0,0,-0.792792567981833,1,0,-1.4756087082274132,-0.8863025975163942,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
0,0,1,1,0.752909559016219,1,0,0.682728271139749,0.9351882401585698,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
1,0,0,0,-0.792792567981833,1,0,-1.483871866647655,-0.8992985067880163,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,0,0,1,-1.1995562856128992,1,1,-1.4805666032795584,-0.9731468831220317,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,0,0,0,-1.2809090291391125,1,0,-1.4937876567519452,-0.9976459283029949,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,0,1,0,0.5902040719637925,1,0,-1.2541560625649326,-0.4570863507617373,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0
0,0,1,1,0.3868222131482594,1,0,-1.3847139656047531,-0.5609658147369335,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0
1,1,0,0,-0.5487343374031931,1,1,0.8512967029126818,-0.2774486386507841,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
0,0,1,0,0.3461458413851527,1,1,0.7058651147164261,0.4597399242720951,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,0
1,0,1,1,0.7935859307793257,1,0,0.4744966789496553,0.7570872065087884,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,0
1,1,0,0,-0.5487343374031931,1,1,0.7719703820783607,-0.2266065341354514,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
0,0,1,1,-1.0368507985604727,1,1,0.35881246106626985,-0.7630170798315459,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0
0,1,1,0,-1.2809090291391125,1,1,0.8512967029126818,-0.9664952606401034,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
0,0,1,0,-0.2233233632983401,1,0,0.9967282911089379,0.07491173249585047,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0
1,0,0,0,-0.9961744267973661,1,0,0.19354929266143356,-0.7633024629743349,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0,0,0,0.7935859307793257,1,1,0.5075493126306225,0.8805922496880898,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0
0,0,1,0,0.9562914178317522,1,0,0.8496440712286335,1.2401750096022306,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,0
1,0,0,0,-0.14197061977212685,1,0,0.8198967009157633,0.14564284680863196,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,0
0,0,0,0,-1.2402326573760059,1,1,0.1604966589804663,-0.9469135865348889,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
0,0,1,1,1.2817023919366053,1,1,0.8512967029126818,1.5478838951771088,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0
0,0,1,1,1.6071133660414583,1,0,1.4776441111670116,2.456631632015068,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,0
1,1,1,0,-0.06061787624591358,1,0,0.8132861741795697,0.22642822876736443,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
0,0,0,0,1.1189969048841788,0,1,-0.4641981175898151,0.3229096835794919,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1
1,0,1,0,0.9562914178317522,1,1,1.1801704080383062,1.415070971032997,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,0
1,0,0,0,1.2817023919366053,1,1,1.1719072496180643,1.8931316403034637,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,0
1,1,1,0,-0.5080579656400865,1,1,0.29105456202028707,-0.3637221579708435,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,0,1,1,0.9156150460686455,1,1,-1.2954718546661417,-0.39687050763325815,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
0,0,0,0,-0.30467610682455337,1,1,0.0315913876246938,-0.2688212867187781,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0
0,0,1,1,0.1834403543327262,1,1,-1.3467034368716408,-0.6278771854462315,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,1,1,0,1.403731507225925,1,1,1.3470862081271906,2.116323210513907,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,0
1,1,1,0,-0.46738159387697986,1,1,0.14066507877188567,-0.3587828343456492,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,1,1,-1.2402326573760059,1,0,0.8314651227041017,-0.9228316397933861,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,1
1,0,1,1,1.4850842507521385,1,0,-1.4855244983317035,-0.4106128035860208,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,0,0,0,-1.118203542086686,1,1,0.8579072296488753,-0.8062855547882475,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
0,0,0,0,0.427498584911366,1,0,0.6695072176673619,0.6016412038865642,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,0
1,1,0,0,0.9969677895948588,1,0,0.9554124990077288,1.4636300104060178,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,0
1,0,1,0,-0.10129424800902022,1,0,-1.4888297616998003,-0.7530945274822668,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
0,0,1,0,0.5088513284375793,1,0,-1.3004297497182866,-0.5140751691217562,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,0,0,0,-0.8741453115080462,1,0,-0.3666928482309616,-0.7393302789800589,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1
0,0,1,1,0.427498584911366,1,0,-0.2873665273966402,0.09104685633815165,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
1,0,0,0,0.5902040719637925,1,0,1.1867809347744998,1.0437435971656166,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,0
0,0,1,1,1.6071133660414583,1,1,0.3141914055969638,1.2932123690620936,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,0
1,0,1,1,0.8342623025424323,1,1,-1.502050815172187,-0.518773014703052,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,0,0,-1.2809090291391125,1,0,-0.5071665413750724,-0.9845402562841463,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0
0,0,0,0,-0.9148216832711529,0,0,-0.7980297177675842,-0.8090076709194657,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0
1,0,1,0,0.7935859307793257,1,0,-0.11549283225561037,0.38532078165250183,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0
0,0,0,0,-1.2809090291391125,1,0,-1.4855244983317035,-0.9975361655557684,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0
0,0,1,1,-0.8334689397449395,1,0,-1.3086929081385286,-0.8856659735824802,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
1,1,0,0,-0.10129424800902022,1,1,0.14066507877188567,-0.08694441456440352,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,0
0,1,1,0,1.525760622515245,1,1,0.9041809168022297,1.8363403948884525,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
0,0,1,1,0.6308804437268991,1,0,0.48937036410609064,0.6929857621284897,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,0
1,0,1,0,-0.06061787624591358,1,0,0.786844067234796,0.17178833319799333,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0
1,0,1,1,-1.118203542086686,1,1,-1.2872086962459,-0.94700139673267,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,1
1,0,0,0,-0.30467610682455337,1,1,-1.4987455518040902,-0.7795912546627533,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0
0,0,1,1,-1.2809090291391125,1,1,0.3257598273853026,-0.9734761713637112,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,0,0,-0.7521161962187263,1,1,1.1801704080383062,-0.3847746528888936,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1
1,0,0,0,0.752909559016219,1,0,-1.511966605276477,-0.5637976936153782,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0
0,0,1,1,-1.2402326573760059,1,1,0.28774929865219007,-0.942435266448046,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1,1,0,0,-1.1588799138497925,0,1,-0.45924022253766983,-0.9152360576853098,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,0
0,0,1,0,1.0783205331210721,1,0,-1.5351034488531543,-0.5418231916206252,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
1,0,0,0,1.6071133660414583,1,1,1.191738829826645,2.2686299985654523,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,0
0,0,0,0,1.4444078789890318,0,0,-0.6575560246234734,0.3483526883866035,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,0
0,0,0,0,-1.0775271703235794,0,1,-0.5583981235805716,-0.8723188235197332,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,1
1,0,0,0,-1.0775271703235794,1,0,-0.664166551359667,-0.8873124147908783,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,0,1,1.200349648410392,1,0,-1.4822192349636067,-0.457415639003417,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
1,0,1,0,-1.2809090291391125,1,1,0.3224545640172056,-0.9735200764626019,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1,0,1,0,1.3223787636997117,1,1,0.8529493345967305,1.5977381349674027,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0
0,0,1,0,-0.8741453115080462,1,1,1.2280967268757088,-0.5034062300913367,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1
0,0,0,0,1.4444078789890318,1,1,0.5819177384127989,1.4728720337224925,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
0,1,0,0,-1.1588799138497925,1,0,-1.4805666032795584,-0.9661220672995332,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,0,1,1,-1.118203542086686,1,1,-0.5104718047431692,-0.9041719727648746,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,0,1,1,1.6071133660414583,1,1,0.1918966609773853,1.1938770828220762,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,0
1,0,0,0,-0.26399973506144675,1,0,-0.5187349631634111,-0.4630354916614157,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
0,0,0,0,-1.1995562856128992,1,0,-0.669124446411812,-0.9524017238962158,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
1,0,0,0,-1.2402326573760059,1,1,0.35881246106626985,-0.9232048331339565,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,0,0,-1.2402326573760059,1,1,-0.3633875848628648,-0.9587899157848002,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1
1,0,0,0,-1.2809090291391125,1,1,0.6529809008268782,-0.9691295665735403,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1
1,1,0,0,-0.30467610682455337,1,1,0.796759857339086,-0.00031965445321930833,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
1,0,1,1,1.6071133660414583,1,1,1.502433586427737,2.491602043281443,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,0
0,0,1,1,0.9156150460686455,1,0,-0.30224021255307537,0.3687466068212945,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0
1,1,1,0,0.5495277002006859,1,1,1.1239809307806616,0.9979505790227046,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0
1,0,0,1,0.9969677895948588,1,1,-1.4954402884359934,-0.4923421451709015,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,0,0,0.9562914178317522,1,1,1.3421283130750459,1.591569468573271,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,0
0,0,0,0,-1.0368507985604727,1,0,-0.06756651341820798,-0.8226182515755565,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,0
1,1,0,0,-1.118203542086686,1,1,0.6843809028237973,-0.8269209512668367,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0
0,0,1,1,1.0376441613579654,1,1,-0.6856507632522956,0.053178708544995804,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0
1,0,0,1,-1.1995562856128992,1,1,-0.3352928462340426,-0.9318760901648531,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1
1,0,0,0,0.9969677895948588,0,1,-0.8443034049209386,-0.07923906970910062,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
1,1,1,0,0.9156150460686455,1,1,0.30262298380862546,0.7729369472083005,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
0,0,0,0,-1.2809090291391125,1,1,0.17371771245285295,-0.9754958059126795,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,0,0,1,-0.06061787624591358,1,1,0.7174335365047645,0.17802285724046085,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1
0,0,1,1,0.22411672609583283,1,0,-1.4954402884359934,-0.6712334706007143,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
1,0,0,0,-1.2402326573760059,1,0,-1.502050815172187,-0.9840573001963495,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,0,1,0,1.4444078789890318,1,1,0.8298124910200534,1.6167490427870392,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,0
0,0,1,0,0.3868222131482594,1,1,0.6430651107225881,0.5692172883558447,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1
0,0,0,0,0.7935859307793257,1,1,0.532338787891348,0.8526466542442128,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0
1,0,1,0,1.6071133660414583,1,0,0.5720019483085088,1.5333293548948699,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,0
0,0,1,1,1.4444078789890318,1,1,0.2695703501276582,1.2605469754874759,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,0
0,0,0,0,0.06141123904340631,1,0,0.6777703760876037,0.2654818142305668,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
0,0,1,0,1.525760622515245,1,1,1.2198335684554669,2.097509875639279,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,0
1,0,0,1,1.200349648410392,1,1,-1.3367876467673507,-0.3858942329106043,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,0,0,0,0.427498584911366,1,0,0.9752440792163091,0.7153773625627037,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,0
0,0,0,0,0.02073486728029968,1,1,-0.13036651741204572,-0.11330942644821819,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0
1,0,1,1,-0.5080579656400865,1,0,1.0562230317346788,-0.20425883880012807,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,0
1,0,1,1,1.5664369942783516,1,1,0.04481244109708089,1.0539954377565754,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0
1,0,1,0,-0.3860288503507666,1,0,-1.5053560785402837,-0.7928066894288285,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
0,0,1,0,0.6715568154900058,1,1,1.1900861981425963,1.1219605308392484,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0
0,0,1,0,0.6715568154900058,1,0,-1.4673455498071712,-0.6107322443294461,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0
1,1,0,0,-0.8741453115080462,1,0,-0.15185072930467441,-0.7152044271396656,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0,1,0,0.4681749566744726,1,1,1.0000335544770345,0.7765152127678857,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,0
0,0,1,0,-0.06061787624591358,1,1,-0.5170823314793626,-0.34833342080968277,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
0,0,0,1,-0.7114398244556197,1,0,0.024980860888500257,-0.5628317814397846,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,0
0,0,0,0,-0.34535247858766,1,1,1.2991598892897886,0.08900526923973799,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0
0,1,0,0,-0.01994150448280695,1,0,-0.3369454779180911,-0.2027660654378472,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0
0,0,0,1,-0.9961744267973661,0,1,-0.8707455118657124,-0.861035213104845,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0
1,1,0,0,1.5664369942783516,1,1,1.3867493685443515,2.3407002183943977,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,0
1,0,0,1,-0.18264699153523348,1,1,0.3323703541214962,-0.0980743571331745,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
0,0,1,1,0.26479309785893945,1,1,-1.4871771300157517,-0.6309724949180199,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
1,0,1,1,1.2410260201734986,1,0,0.6166230037778144,1.37996884446995,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,0
0,0,0,0,0.26479309785893945,1,1,1.2760230457131114,0.7474939424011887,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,1
